Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost
Lorenzo Pellegrini,it ITA,MF,28,1996,25,20,1626,2,4.7,41,13,1,1,60,5,519,653,244,279,204,241,42,85,1,2.5,2.7,27,35,19,0,61,27,61,82,24,16,5,13,6,8,19,11,8,6,22,0,825,21,108,400,328,53,824,27,11,463,27,27,5,26,16,589,82,4,0,0,26,27,4,0,0,0,61,10,20
Maarten Vandevoordt,be BEL,GK,22,2002,6,4,429,0,0.0,0,0,0,0,0,0,138,175,27,27,75,75,35,71,0,0.0,0.0,0,3,0,0,4,0,4,0,1,0,1,0,0,1,1,0,0,0,4,0,185,131,174,11,0,0,185,0,0,99,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,13,1,0
Romain Perraud,fr FRA,DF,26,1997,28,22,2002,2,0.6,20,5,0,0,36,5,921,1157,570,625,276,347,32,88,2,1.6,1.4,16,61,16,11,62,51,62,106,36,22,15,16,5,21,46,25,18,22,71,1,1419,62,442,565,423,28,1419,35,11,766,51,25,10,33,14,842,106,8,1,0,26,44,5,0,1,0,95,9,17
William Saliba,fr FRA,DF,23,2001,35,35,3039,2,2.3,6,2,0,0,27,1,2413,2559,1026,1071,1255,1306,123,154,0,0.9,1.3,7,180,6,0,138,16,138,6,62,37,37,23,2,21,28,7,25,21,119,7,2824,190,1127,1571,142,18,2824,19,12,1756,16,17,1,19,8,2137,6,2,1,0,28,17,1,0,1,0,154,61,36
Valentin Rongier,fr FRA,MF,29,1994,25,17,1562,3,1.0,14,7,0,0,35,6,1271,1408,737,785,463,502,33,50,1,1.1,1.5,11,110,7,0,110,25,110,28,50,28,14,31,5,27,43,16,30,33,28,5,1602,51,347,977,288,13,1602,16,11,896,25,25,4,19,17,1226,28,5,0,0,37,14,0,0,1,0,86,13,11
Rico Lewis,eng ENG,MF,19,2004,9,6,640,0,0.6,6,4,0,0,29,3,477,514,288,301,176,183,10,15,1,2.5,2.6,15,44,12,0,60,20,60,32,11,6,5,3,3,9,13,4,4,4,5,2,565,10,62,296,210,23,565,2,1,351,20,17,1,10,8,421,32,0,0,0,2,9,2,0,0,0,38,2,2
Lukas Lerager,dk DEN,MF,31,1993,5,4,350,0,0.2,5,0,0,0,6,0,208,236,85,95,92,103,20,23,0,0.1,0.3,2,34,2,0,16,4,16,9,10,4,3,5,2,5,10,5,4,2,6,1,276,7,40,182,58,5,276,2,1,138,4,1,0,4,2,188,9,0,0,0,2,3,0,0,0,0,25,10,8
Pablo Rosario,do DOM,MF,27,1997,29,21,1775,3,3.8,16,7,1,1,35,2,641,754,312,352,284,310,37,62,1,0.6,0.9,16,63,14,1,89,17,89,25,30,20,6,19,5,11,20,9,19,31,43,2,950,78,247,559,154,19,949,17,9,473,17,19,2,20,15,653,25,6,1,0,24,10,0,0,0,0,60,24,16
Clément Lhernault,fr FRA,MO,21,2003,6,1,118,0,0.0,1,0,0,0,1,0,66,76,35,42,24,26,5,6,0,0.0,0.1,0,7,1,1,8,2,8,5,1,1,0,0,1,0,0,0,2,2,0,0,86,2,11,53,22,0,86,3,2,56,2,1,0,3,1,66,5,0,0,0,5,2,0,0,0,0,12,1,0
Manuel Lazzari,it ITA,DF,30,1993,7,2,328,0,0.2,4,0,0,0,5,0,136,157,79,82,44,52,6,10,0,0.2,0.4,2,9,5,2,11,23,11,18,5,5,3,0,2,1,5,4,6,2,11,0,198,15,44,80,76,4,198,4,2,116,23,15,0,4,1,104,18,1,0,0,1,5,1,0,0,0,12,0,0
Ruben Vargas,ch SUI,MO,25,1998,8,3,305,0,0.7,9,1,0,0,17,0,118,141,49,54,54,67,11,14,0,0.7,1.1,6,7,5,1,13,9,13,24,2,1,1,1,0,1,4,3,1,2,1,1,179,2,14,75,91,12,179,12,6,109,9,3,1,11,7,137,24,3,0,0,5,3,0,0,0,0,14,3,5
Myles Lewis-Skelly,eng ENG,DF,17,2006,10,7,565,0,0.1,1,1,0,0,14,2,238,261,136,138,95,108,5,10,1,0.6,0.6,4,18,7,0,24,7,24,7,6,5,2,4,0,4,5,1,6,3,7,2,298,13,64,177,66,5,298,10,9,156,7,7,2,6,6,212,7,2,0,0,9,18,0,0,1,0,22,1,1
Valentín Pezzolesi,es ESP,DF,17,2007,1,0,6,0,0.0,0,0,0,0,0,0,2,5,0,2,2,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,5,0,1,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Robert Sánchez,es ESP,GK,26,1997,32,32,2880,0,0.0,0,0,0,0,7,2,871,1249,208,209,458,474,201,553,0,0.1,0.0,2,26,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,24,10,1323,980,1311,12,0,0,1323,0,0,881,0,0,0,0,0,822,0,5,0,0,2,4,0,0,2,0,43,12,0
Luca Pellegrini,it ITA,DF,25,1999,22,10,1067,0,0.7,13,4,0,0,46,12,541,717,269,304,217,284,50,100,4,1.8,1.6,20,63,21,12,72,21,72,61,23,11,11,10,2,17,32,15,10,19,32,0,851,29,196,382,285,15,851,28,11,420,21,23,4,17,9,516,61,5,0,0,18,11,0,1,0,0,41,8,7
Jadon Sancho,eng ENG,FW,24,2000,31,19,1764,3,2.2,24,8,0,0,70,10,663,803,416,465,208,250,14,27,4,3.7,3.1,38,28,48,0,90,102,90,225,13,7,3,3,7,5,12,7,11,2,8,2,975,13,117,283,585,121,975,97,45,653,102,35,57,30,21,760,225,2,0,0,6,11,6,2,0,0,99,6,11
Pica,es ESP,DF,22,2002,9,5,499,0,0.3,4,1,0,0,3,0,155,201,48,60,84,96,23,41,0,0.0,0.0,1,15,1,0,15,3,15,0,9,7,7,2,0,4,9,5,7,9,26,0,263,33,135,120,8,5,263,1,1,124,3,2,0,2,1,133,0,1,0,0,6,3,0,0,0,0,13,18,11
Mateo Pellegrino,ar ARG,FW,23,2001,13,8,737,3,3.3,22,9,0,0,20,3,89,164,46,72,25,50,13,20,1,0.7,0.6,5,11,6,1,15,6,15,37,3,2,1,2,0,1,4,3,6,1,6,0,263,6,18,123,125,39,263,9,3,164,6,5,3,29,16,210,37,2,0,0,27,16,0,0,0,0,20,49,44
Anthony Rouault,fr FRA,DF,23,2001,11,11,972,0,0.5,7,3,0,0,10,0,623,680,178,187,389,401,48,74,0,0.0,0.2,1,39,2,0,36,3,36,0,12,8,10,2,0,4,4,0,13,8,65,0,786,119,369,399,19,9,786,0,0,485,3,2,0,1,2,557,0,3,0,0,7,1,1,0,0,0,48,28,15
Nikola Vasilj,ba BIH,GK,28,1995,33,33,2969,0,0.0,0,0,0,0,1,0,1033,1404,195,196,557,563,273,634,0,0.0,0.2,1,40,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,22,3,1493,1049,1472,22,0,0,1493,1,1,909,0,0,0,0,0,920,0,2,1,1,1,1,0,0,1,0,54,9,0
Jonas Lietaert,be BEL,DF,20,2004,2,1,91,0,0.1,1,0,0,0,1,0,26,34,4,8,21,22,1,4,0,0.0,0.0,0,3,0,0,3,0,3,0,3,3,1,2,0,2,3,1,2,1,3,0,44,2,20,22,3,2,44,1,0,23,0,0,0,0,0,23,0,0,0,0,2,1,0,0,1,0,4,1,2
Samuel Lino,br BRA,MF,24,1999,10,4,412,0,1.1,13,4,0,0,14,3,189,223,118,132,53,59,6,10,3,1.3,0.6,8,6,8,0,19,28,19,42,16,7,11,4,1,13,24,11,7,1,4,1,281,8,64,96,122,23,281,11,3,205,28,14,12,4,4,210,42,0,0,0,1,12,1,0,0,0,25,2,2
Enzo Le Fée,fr FRA,MF,24,2000,3,2,112,0,0.0,0,0,0,0,4,0,87,100,40,45,31,33,14,19,0,0.4,0.5,3,7,0,0,5,2,5,3,3,1,1,2,0,1,2,1,5,0,0,1,113,1,23,74,16,1,113,5,3,87,2,3,0,0,1,81,3,0,0,0,1,2,0,0,0,0,6,2,1
Ibrahim Sangaré,ci CIV,MF,26,1997,13,7,590,0,0.0,1,1,0,0,8,0,276,323,129,144,117,127,20,31,1,0.4,0.2,4,28,4,1,27,1,27,4,28,14,8,17,3,8,17,9,10,6,13,1,407,26,110,247,52,7,407,1,0,171,1,2,0,5,4,236,4,3,0,0,15,8,0,0,0,0,42,10,10
Denis Vavro,sk SVK,DF,28,1996,29,27,2461,2,1.4,25,6,0,0,27,5,1297,1493,306,345,753,798,234,331,0,0.2,0.5,7,102,6,0,96,9,96,3,21,13,16,5,0,11,23,12,48,37,234,3,1901,306,992,843,72,20,1901,6,3,1036,9,12,2,8,1,1142,3,4,0,0,7,5,0,0,0,0,89,80,34
Lucas Lima,br BRA,DF,32,1991,4,3,285,0,0.0,0,0,0,0,3,0,91,156,36,46,45,61,9,39,0,0.3,0.2,2,8,2,2,14,4,14,7,2,2,0,1,1,1,2,1,2,3,11,0,189,8,60,83,47,3,189,2,0,75,4,3,0,5,3,88,7,1,0,0,3,1,1,0,0,0,8,3,7
Iñigo Lekue,es ESP,DF,31,1993,4,2,217,0,0.1,1,0,0,0,4,1,146,164,55,58,75,83,15,18,0,0.2,0.1,1,15,2,1,15,4,15,7,2,1,1,1,0,1,4,3,2,4,6,0,185,8,42,113,32,2,185,7,4,105,4,4,1,2,0,121,7,0,0,0,0,1,0,0,0,0,20,1,1
Jon Rowe,eng ENG,MO,21,2003,28,6,807,3,3.5,36,15,0,0,38,7,233,291,146,162,71,92,7,17,3,4.5,2.2,18,8,14,5,31,30,31,96,15,11,5,4,6,6,14,8,4,2,4,0,438,3,32,141,269,55,438,48,20,294,30,16,11,35,13,342,96,2,0,0,14,26,6,0,0,0,21,7,14
Yeremi Pino,es ESP,MO,21,2002,34,25,1934,4,3.9,29,8,0,0,67,11,523,708,298,366,181,229,29,45,7,5.3,3.8,37,35,32,8,66,42,66,213,60,32,20,32,8,32,65,33,38,8,18,0,986,30,169,356,477,104,986,58,25,565,42,26,21,52,23,668,213,11,0,0,49,30,15,1,0,0,93,12,16
Marcos Llorente,es ESP,MF,29,1995,8,8,692,2,0.4,10,4,0,0,19,5,384,447,228,243,127,146,19,28,4,2.3,1.6,11,23,14,5,33,19,33,51,20,14,8,6,6,13,19,6,7,5,9,1,519,23,136,224,164,21,519,12,4,345,19,13,2,5,2,362,51,1,0,0,7,2,0,0,0,0,41,1,4
Andy Pelmard,fr FRA,DF,24,2000,3,1,129,0,0.0,0,0,0,0,1,0,27,34,12,12,11,14,4,6,0,0.0,0.0,0,0,0,0,1,1,1,0,6,6,5,1,0,4,4,0,1,0,5,0,48,5,23,20,7,0,48,1,1,19,1,1,0,0,0,19,0,1,0,0,2,0,0,0,0,0,4,0,1
Pablo Sarabia,es ESP,MO,32,1992,23,7,814,3,2.9,17,8,0,0,28,5,308,445,144,165,110,147,36,80,2,1.8,1.9,15,39,20,3,60,15,60,62,16,8,4,8,4,10,16,6,10,4,7,1,552,4,58,271,226,24,552,15,6,325,15,15,0,22,14,387,62,3,0,0,16,15,5,0,0,0,34,5,14
Manuel Locatelli,it ITA,MF,26,1998,9,7,670,0,0.1,2,1,0,0,11,0,453,521,169,188,219,241,60,78,0,0.6,0.5,9,66,9,3,62,3,62,6,27,21,12,14,1,11,19,8,17,5,23,1,614,54,196,354,67,1,614,7,3,345,3,8,1,5,5,422,6,0,0,0,15,10,1,0,0,0,55,10,4
Darko Lemajić,rs SRB,FW,30,1993,4,0,91,0,0.3,5,1,0,0,1,0,13,21,7,10,5,9,1,1,0,0.0,0.0,0,4,0,0,5,0,5,2,1,0,0,1,0,0,2,2,1,1,0,0,34,0,0,17,17,8,34,1,1,11,0,0,0,5,0,24,2,0,0,0,0,2,0,1,0,0,2,10,7
Lucas Lingman,fi FIN,MF,26,1998,4,2,223,0,0.1,2,1,0,0,6,1,137,174,59,66,66,79,11,24,0,0.4,0.3,5,22,2,0,15,3,15,3,3,0,1,2,0,1,5,4,1,2,1,0,190,7,46,122,22,2,190,1,1,117,3,1,1,4,1,131,3,1,0,0,3,1,0,0,0,0,17,2,0
Miloš Veljković,rs SRB,DF,28,1995,14,11,1029,0,0.6,2,1,0,0,14,1,562,648,181,191,296,324,79,114,1,0.2,0.6,3,50,4,3,64,9,64,2,10,5,6,3,1,7,15,8,14,2,47,1,738,67,327,368,45,5,738,0,0,460,9,6,0,2,2,507,2,1,0,0,5,3,2,0,1,0,32,24,18
Fabián Ruiz Peña,es ESP,MF,28,1996,30,21,1923,4,4.3,43,12,0,0,89,14,1458,1627,743,802,575,619,101,131,5,4.7,5.1,36,155,36,3,205,47,205,92,37,24,13,15,9,21,47,26,25,16,27,1,1807,47,254,1050,515,62,1807,20,14,1037,47,42,8,24,16,1430,92,1,0,0,6,10,5,0,0,0,135,5,8
Sergiu Perciun,md MDA,MO,18,2006,5,0,152,0,0.0,2,1,0,0,8,1,34,52,18,24,13,20,2,6,0,0.1,0.5,2,2,3,2,4,2,4,12,2,2,0,0,2,1,4,3,2,1,2,0,72,3,11,24,37,6,72,5,2,48,2,0,2,6,1,52,12,0,0,0,3,4,0,0,0,0,10,0,2
Portu,es ESP,MO,32,1992,27,6,779,1,1.6,8,3,0,0,25,4,169,237,106,130,53,63,7,23,2,1.7,1.5,14,12,7,3,16,20,16,79,13,7,5,5,3,7,10,3,8,0,2,0,301,4,33,110,160,25,301,10,4,168,20,15,4,11,3,214,79,4,0,0,14,10,7,0,0,0,24,10,12
Gerónimo Rulli,ar ARG,GK,32,1992,34,34,3060,0,0.0,0,0,0,0,8,2,1058,1204,313,315,534,543,196,329,0,0.1,0.0,2,7,0,0,1,0,1,0,4,3,4,0,0,4,8,4,1,1,25,3,1300,1008,1285,15,0,0,1300,0,0,789,0,0,0,1,0,758,0,1,0,0,2,11,0,0,2,0,37,7,1
Nikolas Veratschnig,at AUT,MF,21,2003,15,2,364,0,0.2,7,1,0,0,9,0,106,146,47,59,46,61,7,12,0,0.3,0.3,5,7,4,1,7,7,7,30,9,6,1,4,4,2,3,1,4,5,8,0,200,7,36,72,94,18,200,11,2,99,7,3,2,7,3,102,30,1,0,0,9,6,4,0,0,0,12,2,10
Martin Linnes,no NOR,DF,32,1991,8,6,488,0,0.2,3,0,0,0,21,1,325,389,182,193,124,147,15,32,0,1.2,1.4,10,19,11,3,33,15,33,38,14,8,8,6,0,8,11,3,7,3,1,0,444,11,89,217,139,16,444,14,6,223,15,6,5,9,2,286,38,0,0,0,6,4,1,0,0,0,28,2,2
Beñat Prados,es ESP,MF,23,2001,30,21,1715,1,1.0,16,5,0,0,21,3,647,789,292,342,301,346,40,69,0,1.1,1.3,11,70,6,1,78,20,78,32,55,36,20,27,8,25,53,28,21,28,26,0,991,33,190,628,184,24,991,30,15,480,20,19,1,25,20,604,32,7,0,0,40,15,0,0,0,0,91,29,22
Jeremy Sarmiento,ec ECU,MF,22,2002,1,0,9,0,0.0,0,0,0,0,0,0,6,6,4,4,2,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,2,0,8,0,0,6,0,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0
Ruben Loftus-Cheek,eng ENG,MF,28,1996,6,4,281,0,0.3,2,2,0,0,4,0,91,106,56,63,25,28,5,6,0,0.0,0.0,0,8,0,0,7,9,7,7,4,2,1,2,1,1,1,0,3,0,2,0,132,5,24,79,31,5,132,4,2,79,9,1,0,7,1,99,7,0,0,0,1,5,0,0,0,0,8,5,3
Pedro Pereira,pt POR,DF,26,1998,35,32,2665,1,1.2,13,6,0,0,35,4,925,1146,409,457,427,500,71,127,3,1.6,1.4,14,54,15,10,66,52,66,107,53,32,30,18,5,35,55,20,26,21,85,5,1409,109,508,596,311,33,1409,25,14,798,52,37,7,25,18,872,107,10,0,0,48,9,0,0,0,0,88,27,40
Stav Lemkin,il ISR,DF,21,2003,5,4,375,0,0.5,7,1,0,0,3,0,185,216,71,84,106,116,5,10,0,0.0,0.1,0,11,5,0,18,1,18,3,13,9,6,6,1,4,7,3,3,4,21,0,265,31,102,132,31,10,265,4,3,123,1,1,0,2,0,147,3,0,0,0,6,2,0,0,1,0,20,9,9
Mathew Ryan,au AUS,GK,32,1992,14,14,1260,0,0.0,0,0,0,0,4,0,305,408,82,82,124,126,97,198,0,0.0,0.0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,1,2,2,439,364,435,4,0,0,439,0,0,273,0,0,0,0,1,200,0,0,0,0,0,1,0,0,0,0,11,4,0
Arthur Vermeeren,be BEL,MF,19,2005,28,18,1572,0,0.4,4,1,0,0,28,2,821,953,407,464,353,390,30,43,2,0.9,1.3,12,71,6,0,77,14,77,20,32,19,14,13,5,14,47,33,34,23,25,2,1109,46,250,669,201,6,1109,15,6,536,14,16,1,19,12,753,20,7,0,0,22,1,0,0,0,0,94,8,20
Ademola Lookman,ng NGA,MO,26,1997,7,5,479,5,5.2,28,11,0,1,32,4,171,208,102,115,47,54,8,17,1,2.8,2.7,14,6,19,4,22,31,22,74,5,5,0,3,2,2,4,2,3,0,0,0,281,0,9,78,196,57,280,29,15,223,31,15,20,11,11,237,74,0,0,0,5,6,3,0,0,0,16,1,2
Ismaila Sarr,sn SEN,MF,26,1998,38,30,2711,8,10.7,59,29,0,0,110,12,490,742,265,359,183,257,22,50,6,8.5,6.7,44,28,42,9,85,75,85,183,22,10,10,9,3,8,25,17,27,9,40,0,1091,48,180,411,511,135,1091,61,17,607,75,47,28,70,43,739,183,4,0,0,14,56,11,1,0,0,113,37,52
Gastón Pereiro,uy URU,MF,29,1995,2,0,31,0,0.0,0,0,0,0,1,0,11,15,4,5,3,4,1,1,0,0.0,0.0,0,1,0,0,2,0,2,2,1,0,0,1,0,1,1,0,0,0,1,0,17,1,3,6,8,2,17,0,0,7,0,0,0,0,0,13,2,0,0,0,0,1,0,0,0,0,0,1,1
Theo Leoni,be BEL,MF,24,2000,8,6,584,1,0.5,10,2,0,0,17,2,348,409,180,193,141,160,18,37,1,0.2,0.3,6,27,5,1,21,8,21,18,14,9,5,7,2,4,7,3,4,11,5,0,463,11,118,248,102,12,463,8,5,261,8,2,2,7,4,328,18,2,0,0,5,7,0,0,0,0,51,1,6
Marcin Listkowski,pl POL,MO,26,1998,4,1,78,0,0.0,0,0,0,0,1,1,20,25,15,18,2,3,1,2,0,0.0,0.0,0,0,0,0,3,0,3,2,2,1,0,2,0,1,2,1,0,1,0,0,38,0,10,19,9,1,38,1,1,26,0,0,0,6,1,23,2,0,0,0,0,1,0,0,0,0,7,2,0
Abdón Prats,es ESP,MO,31,1992,24,3,456,2,2.2,13,4,1,1,7,1,58,87,34,46,16,24,4,6,0,0.1,0.1,3,5,1,0,7,0,7,14,2,1,1,1,0,1,2,1,2,1,5,0,146,6,15,76,55,25,145,3,1,77,0,0,0,17,12,104,14,4,0,0,6,19,2,1,0,0,13,19,32
Sávio,br BRA,MO,20,2004,29,21,1766,1,5.0,55,21,0,0,111,15,692,856,423,470,227,283,31,56,8,6.9,6.1,46,19,47,8,67,137,67,246,23,17,5,10,8,10,19,9,14,6,9,1,1095,14,55,286,774,154,1095,113,52,783,137,45,75,42,38,852,246,3,0,0,17,28,3,2,0,0,79,1,2
Emmanuel Sabbi,us USA,MO,26,1997,15,7,653,0,1.9,15,4,0,0,20,2,91,128,44,61,33,43,8,13,0,0.6,0.3,4,5,5,1,15,11,15,39,14,7,7,4,3,5,8,3,2,3,4,0,230,3,38,88,106,23,230,29,11,130,11,4,3,20,10,149,39,1,0,0,11,16,2,0,0,0,26,9,13
Kike Pérez,es ESP,MF,27,1997,16,13,1114,1,0.9,13,7,0,0,31,2,475,635,226,270,165,203,58,114,0,1.2,1.5,16,61,13,3,60,18,60,31,41,25,18,12,11,18,44,26,14,10,15,0,793,29,164,397,244,10,793,28,13,443,18,19,2,24,22,474,31,4,0,0,31,16,1,0,0,0,71,14,16
David López,es ESP,DF,34,1989,5,4,368,1,0.4,2,1,0,0,3,0,248,273,86,89,138,145,23,33,0,0.0,0.0,0,9,0,0,15,1,15,1,7,3,5,2,0,4,6,2,3,5,7,1,297,36,153,140,7,2,297,2,2,197,1,1,0,2,2,217,1,1,0,0,3,3,0,0,0,0,27,4,7
Oscar Lewicki,se SWE,DF,32,1992,1,0,9,0,0.0,0,0,0,0,0,0,1,3,1,1,0,0,0,2,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,2,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Javi Puado,es ESP,MO,26,1998,35,35,2974,12,11.6,66,19,5,5,55,7,521,678,271,323,192,229,35,66,4,3.0,2.1,22,36,15,4,75,73,75,113,22,17,14,4,4,8,20,12,18,5,19,0,985,27,140,452,413,102,980,61,21,623,73,48,22,71,33,703,113,8,0,0,22,27,6,1,0,0,105,9,30
Marin Ljubicic,hr CRO,FW,22,2002,6,4,395,1,0.9,8,3,0,0,8,1,67,100,38,58,24,27,1,3,0,0.3,0.5,5,7,4,0,8,8,8,30,1,1,0,0,1,0,0,0,2,0,2,0,138,0,15,67,58,23,138,7,3,71,8,1,3,7,3,101,30,0,0,0,7,15,6,0,0,0,11,5,3
Yorbe Vertessen,be BEL,MO,23,2001,17,7,718,1,1.3,27,5,0,0,32,0,133,201,73,96,41,57,10,28,0,1.6,1.8,15,6,14,2,16,18,16,42,6,3,3,2,1,2,8,6,6,3,6,0,342,5,41,130,174,26,342,51,19,194,18,14,4,28,17,227,42,2,0,0,14,17,2,0,0,0,32,6,11
Fermin López,es ESP,MO,21,2003,11,4,453,1,1.8,16,8,0,0,16,3,167,200,103,108,50,67,9,14,3,1.9,0.5,6,13,3,0,15,11,15,39,8,5,3,3,2,2,13,11,8,1,4,0,266,5,26,128,115,28,266,16,7,156,11,3,6,8,7,198,39,1,0,0,6,8,1,0,0,0,22,0,7
Fedde Leysen,be BEL,DF,21,2003,5,3,252,0,0.4,4,0,0,0,4,0,151,175,52,55,82,88,16,29,0,0.2,0.2,2,11,0,0,11,1,11,0,8,4,6,2,0,5,6,1,2,3,11,0,211,15,82,110,19,5,211,0,0,127,1,3,0,3,1,124,0,1,0,0,5,1,0,0,0,0,20,6,4
Oliver Scarles,eng ENG,MF,18,2005,15,7,665,0,0.1,3,0,0,0,6,0,293,372,174,196,106,126,11,37,0,0.1,0.1,2,10,5,1,22,12,22,44,21,11,17,3,1,14,22,8,14,11,26,0,466,32,159,179,133,9,466,7,2,219,12,9,2,12,3,272,44,1,0,0,5,3,1,0,0,0,34,6,6
Falaye Sacko,ml MLI,DF,29,1995,16,14,1233,0,0.0,0,0,0,0,20,1,542,648,256,282,238,275,34,60,1,0.2,0.2,7,37,2,1,59,21,59,34,14,8,9,4,1,9,19,10,17,13,21,0,734,40,213,368,163,8,734,9,2,371,21,12,4,9,1,421,34,1,0,0,15,6,1,0,2,0,52,8,14
Diego Llorente,es ESP,DF,30,1993,8,7,554,0,0.3,4,3,0,0,2,0,360,396,90,100,236,239,32,53,0,0.0,0.1,1,21,1,0,20,3,20,0,11,7,5,6,0,3,3,0,4,13,38,0,484,61,249,226,10,8,484,1,0,298,3,0,0,6,1,342,0,2,0,0,7,4,0,0,0,0,18,15,10
Nehuén Pérez,ar ARG,DF,24,2000,2,2,180,0,0.0,0,0,0,0,0,0,49,60,21,24,17,19,10,14,0,0.0,0.0,0,5,0,0,4,2,4,2,1,1,0,0,1,0,1,1,2,1,7,0,74,13,41,31,4,1,74,1,1,28,2,1,1,0,0,34,2,0,0,0,3,2,0,0,0,0,6,3,1
Dani Raba,es ESP,MO,28,1995,29,24,1879,8,7.5,39,12,4,5,107,14,435,648,197,239,167,228,54,132,6,5.3,4.6,47,50,24,4,69,42,69,101,37,23,17,15,5,17,42,25,27,14,19,1,930,23,111,445,398,43,925,91,46,523,42,42,10,53,40,572,101,6,0,0,40,56,9,1,0,0,90,5,15
Gabriel Vidovic,hr CRO,MF,20,2003,4,0,24,0,0.1,1,0,0,0,0,0,8,8,6,6,2,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,14,0,2,5,7,3,14,1,0,11,0,0,0,1,0,9,3,0,0,0,0,1,0,0,0,0,1,0,1
Dane Scarlett,eng ENG,MO,20,2004,3,0,34,0,0.0,1,1,0,0,1,1,3,5,2,2,1,1,0,1,1,0.0,0.0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,9,1,3,5,1,1,9,0,0,5,1,0,0,0,1,4,1,0,0,0,0,1,1,0,0,0,3,1,0
Pau López,es ESP,GK,29,1994,1,1,90,0,0.0,0,0,0,0,0,0,32,40,4,4,19,21,9,15,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,47,44,47,0,0,0,47,0,0,33,0,0,0,0,0,29,0,0,0,0,0,2,0,0,0,0,0,0,0
Gabriel Vidovic,hr CRO,MF,20,2003,1,0,4,0,0.1,1,0,0,0,0,0,6,6,2,2,4,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,1,8,0,0,3,0,0,0,1,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0
Giovani Lo Celso,ar ARG,MF,28,1996,7,4,394,1,1.7,16,4,0,0,38,4,277,320,164,176,81,93,17,28,0,0.8,0.9,18,30,12,0,43,8,43,19,7,5,2,3,2,5,6,1,2,0,2,0,359,3,37,168,159,21,359,10,8,223,8,10,3,7,4,268,19,0,1,0,6,10,0,0,0,0,35,1,4
Matvei Safonov,ru RUS,GK,25,1999,10,9,879,0,0.0,0,0,0,0,0,0,250,311,51,51,137,137,61,120,0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,326,264,320,6,0,0,326,0,0,203,0,0,0,0,0,181,0,0,0,0,0,1,0,0,0,0,15,0,0
Simone Perilli,it ITA,GK,29,1995,2,2,180,0,0.0,0,0,0,0,0,0,13,49,0,0,3,4,10,44,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,42,55,1,0,0,56,0,0,22,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,0
