Player,Game Week,Position,Team,League,Minutes,Rate
Nicola Leali,J24,GK,Genoa,Serie A,90,5.65
Ionuț Radu,J24,GK,Venezia,Serie A,90,5.85
Mile Svilar,J24,GK,Roma,Serie A,90,8.35
Elia Caprile,J24,GK,Cagliari,Serie A,90,5.74
Zion Suzuki,J24,GK,Parma,Serie A,90,4.76
Ivan Provedel,J24,GK,Lazio,Serie A,90,5.69
Semuel Pizzignacco,J24,GK,Monza,Serie A,90,4.17
Wladimiro Falcone,J24,GK,Lecce,Serie A,90,8.17
Łukasz Skorupski,J24,GK,Bologna,Serie A,90,7.45
Alex Meret,J24,GK,Napoli,Serie A,90,5.62
Razvan Sava,J24,GK,Udinese,Serie A,90,5.98
Yann Sommer,J24,GK,Inter,Serie A,90,5.91
David de Gea,J24,GK,Fiorentina,Serie A,90,5.66
Łukasz Skorupski,J3,GK,Bologna,Serie A,90,6.05
Devis Vásquez,J3,GK,Empoli,Serie A,90,5.89
Łukasz Skorupski,J25,GK,Bologna,Serie A,90,5.42
Vanja Milinković-Savić,J25,GK,Torino,Serie A,90,5.06
