Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Axel Witsel,Girona,Spanish La Liga,CM,Midfielder,BEL,36,61.0,1241,15,4.07
Ayase Ueda,Feyenoord,UEFA Europa League,AM,Forward,JPN,27,16.0,374,5,3.2
Ayden Heaven,Manchester Utd,English Premier League,CB,Defender,ENG,19,37.4,577,9,4.16
Ayman El Ghobashy,Red Imps,UEFA Europa Conference League,AM,Forward,EGY,29,6.6,42,3,2.2
Aymen Sliti,Feyenoord,UEFA Europa League,LW,Forward,NED,19,12.1,84,2,6.05
Aymeric Laporte,Athletic Club,"Spanish La Liga, UEFA Champions League",CB,Defender,ESP,31,61.9,994,13,4.76
Ayoub El Kaabi,Olympiacos,UEFA Champions League,AM,Forward,MAR,32,26.6,519,6,4.43
Ayoze Pérez,Villarreal,"Spanish La Liga, UEFA Champions League",AM,Forward,ESP,32,65.0,667,14,4.64
Ayumu Seko,Le Havre,French Ligue 1,DM,Midfielder,JPN,25,59.4,1455,17,3.49
Ayyoub Bouaddi,Lille,"French Ligue 1, UEFA Europa League",DM,Midfielder,FRA,18,84.3,1315,20,4.22
Azamat Tuyakbaev,Qaırat Almaty,UEFA Champions League,CM,Forward,KAZ,18,6.7,74,2,3.35
Aziel Jackson,Jagiellonia,UEFA Europa Conference League,LW,Forward,USA,24,3.1,19,2,1.55
Azzedine Ounahi,Girona,Spanish La Liga,CM,Forward,MAR,25,64.1,780,10,6.41
Aïssa Mandi,Lille,"French Ligue 1, UEFA Europa League",CB,Defender,ALG,34,96.5,1460,19,5.08
Baba Alhassan,FCSB,UEFA Europa League,DM,Midfielder,GHA,25,14.1,315,4,3.52
Baba Rahman,PAOK,UEFA Europa League,LB,Defender,GHA,31,28.4,540,6,4.73
Badredine Bouanani,"Nice, Stuttgart","French Ligue 1, German Bundesliga, UEFA Europa League",AM,Forward,ALG,21,87.2,662,17,5.13
Bafodé Diakité,Bournemouth,English Premier League,CB,Defender,FRA,24,61.9,1260,15,4.13
Bahereba Guirassy,Nantes,French Ligue 1,LM,Forward,FRA,19,54.7,702,14,3.91
Bahmed Deuff,Nantes,French Ligue 1,CM,Midfielder,MTN,19,24.9,222,9,2.77
Bakery Jatta,Hamburger SV,German Bundesliga,RM,Midfielder,GAM,27,11.2,125,3,3.73
Balthazar Pierret,Lecce,Italian Serie A,LM,Midfielder,FRA,25,7.4,27,3,2.47
Bamba Dieng,Lorient,French Ligue 1,AM,Forward,SEN,25,19.3,94,5,3.86
Bambo Diaby,Elche,Spanish La Liga,CB,Defender,SEN,28,10.5,79,3,3.5
Bamo Meïté,Lorient,French Ligue 1,CB,Defender,CIV,24,47.2,938,11,4.29
Baptiste Santamaria,Valencia,Spanish La Liga,CM,Midfielder,FRA,30,53.9,668,15,3.59
Barnabás Nagy,Ferencváros,UEFA Europa League,WB,Midfielder,HUN,25,3.0,38,1,3.0
Barnabás Varga,Ferencváros,UEFA Europa League,AM,Forward,HUN,31,32.1,447,6,5.35
Bart Nieuwkoop,Feyenoord,UEFA Europa League,RB,Defender,NED,29,22.8,143,5,4.56
Bartosz Kapustka,Legia Warsaw,UEFA Europa Conference League,RM,Midfielder,POL,28,22.9,316,5,4.58
Bartosz Mazurek,Jagiellonia,UEFA Europa Conference League,DM,Midfielder,POL,18,23.2,160,4,5.8
Bartłomiej Wdowik,Jagiellonia,UEFA Europa Conference League,LB,Defender,POL,25,29.3,540,6,4.88
Barış Alper Yılmaz,Galatasaray,UEFA Champions League,LW,Forward,TUR,25,32.6,463,6,5.43
Bashir Humphreys,Burnley,English Premier League,CB,Defender,ENG,22,16.7,258,4,4.18
Batista Mendy,Sevilla,Spanish La Liga,CM,Midfielder,FRA,25,53.1,1056,14,3.79
Bazoumana Touré,Hoffenheim,German Bundesliga,LW,Forward,CIV,19,84.4,1083,14,6.03
Belmin Beganovic,Sturm Graz,UEFA Europa League,AM,Forward,BIH,21,8.9,88,3,2.97
Ben Bobzien,Mainz 05,"German Bundesliga, UEFA Europa Conference League",RW,Forward,GER,22,18.7,185,4,4.68
Ben Casey,Crystal Palace,UEFA Europa Conference League,AM,Forward,ENG,18,2.3,9,1,2.3
Ben Chilwell,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CB,Defender,ENG,29,65.7,1135,15,4.38
Ben Cremaschi,Parma,Italian Serie A,AM,Forward,USA,20,1.8,16,3,0.6
Ben Davies,Tottenham,"English Premier League, UEFA Champions League",LB,Defender,WAL,32,15.1,142,3,5.03
Ben Doak,Bournemouth,English Premier League,LW,Forward,SCO,19,3.6,17,1,3.6
Ben Gannon-Doak,Bournemouth,English Premier League,RW,Forward,SCO,19,11.8,39,3,3.93
Ben Lederman,Maccabi Tel Aviv,UEFA Europa League,DM,Midfielder,POL,25,12.7,130,3,4.23
Ben White,Arsenal,"English Premier League, UEFA Champions League",RB,Defender,ENG,28,40.1,463,10,4.01
Ben Winterburn,Bournemouth,English Premier League,CM,Midfielder,ENG,20,0.3,7,1,0.3
Bence Dárdai,Wolfsburg,German Bundesliga,DM,Midfielder,HUN,19,4.7,35,1,4.7
Bence Ötvös,Ferencváros,UEFA Europa League,CM,Midfielder,HUN,27,24.0,273,6,4.0
Bendegúz Bolla,Rapid Wien,UEFA Europa Conference League,RB,Defender,HUN,25,12.3,241,3,4.1
Bendito Mantato,Manchester Utd,English Premier League,RW,Forward,ENG,17,2.0,16,1,2.0
Benedict Hollerbach,Mainz 05,"German Bundesliga, UEFA Europa Conference League",AM,Forward,GER,24,66.2,846,15,4.41
Benedikt Gimber,Heidenheim,German Bundesliga,CB,Defender,GER,28,32.1,587,10,3.21
Benjamin André,Lille,"French Ligue 1, UEFA Europa League",DM,Midfielder,FRA,35,95.3,1547,18,5.29
Benjamin Nygren,Celtic,UEFA Europa League,RM,Forward,SWE,24,20.2,387,6,3.37
Benjamin Pavard,"Inter, Marseille","French Ligue 1, Italian Serie A, UEFA Champions League",CB,Defender,FRA,29,90.5,1566,20,4.53
Benjamin Stambouli,Metz,French Ligue 1,DM,Midfielder,FRA,35,34.4,548,10,3.44
Benjamin Šeško,Manchester Utd,English Premier League,AM,Forward,SVN,22,53.9,954,16,3.37
Benjamín Domínguez,Bologna,"Italian Serie A, UEFA Europa League",LW,Forward,ARG,22,27.2,283,8,3.4
Benoît Badiashile,Chelsea,"English Premier League, UEFA Champions League",CB,Defender,FRA,24,38.9,505,8,4.86
Berat Djimsiti,Atalanta,"Italian Serie A, UEFA Champions League",CB,Defender,ALB,32,107.5,1795,22,4.89
Berkan Kutlu,Galatasaray,UEFA Champions League,CM,Midfielder,TUR,27,3.8,5,2,1.9
Bernard Nguene,Nice,"French Ligue 1, UEFA Europa League",AM,Forward,CMR,19,14.0,216,8,1.75
Bernard Tekpetey,Ludogorets,UEFA Europa League,AM,Forward,GHA,28,18.1,197,3,6.03
Bernardo,Hoffenheim,German Bundesliga,LB,Defender,BRA,30,89.1,1231,14,6.36
Bernardo Lopes,Red Imps,UEFA Europa Conference League,CB,Defender,GIB,32,28.3,539,6,4.72
Bernardo Silva,Manchester City,"English Premier League, UEFA Champions League",RM,Midfielder,POR,31,121.7,1777,25,4.87
Bernardo Vital,Jagiellonia,UEFA Europa Conference League,CB,Defender,POR,24,28.2,540,6,4.7
Bertrand Traoré,Sunderland,English Premier League,RM,Forward,BFA,30,46.7,607,10,4.67
Bertuğ Yıldırım,Rennes,French Ligue 1,AM,Forward,TUR,23,4.4,3,1,4.4
Besart Ibraimi,Shkëndija 79,UEFA Europa Conference League,AM,Forward,MKD,39,32.1,431,7,4.59
Besnik Krasniqi,KF Drita,UEFA Europa Conference League,RB,Defender,KVX,35,28.1,540,6,4.68
Beto,Everton,English Premier League,AM,Forward,GNB,27,52.1,832,20,2.6
Beyatt Lekoueiry,Lausanne-Sport,UEFA Europa Conference League,AM,Forward,MTN,20,35.0,402,6,5.83
Beñat Prados,Athletic Club,Spanish La Liga,DM,Midfielder,ESP,24,8.1,85,2,4.05
Beñat Turrientes,Real Sociedad,Spanish La Liga,CM,Midfielder,ESP,23,30.3,353,9,3.37
Bilal Brahimi,Nice,French Ligue 1,RW,Forward,ALG,25,4.7,1,1,4.7
Bilal El Khannouss,Stuttgart,"German Bundesliga, UEFA Europa League",AM,Forward,MAR,21,117.1,1310,18,6.51
Bilal Nadir,Marseille,"French Ligue 1, UEFA Champions League",AM,Forward,MAR,22,50.5,454,15,3.37
Billy Gilmour,Napoli,"Italian Serie A, UEFA Champions League",CM,Midfielder,SCO,24,45.1,498,11,4.1
Billy van Duijl,AZ Alkmaar,UEFA Europa Conference League,LB,Defender,NED,20,3.5,1,1,3.5
Birger Meling,FC Copenhagen,UEFA Champions League,LB,Defender,NOR,30,7.3,81,2,3.65
Bjorn Meijer,Club Brugge,UEFA Champions League,LB,Defender,NED,22,12.1,177,4,3.02
Blerim Krasniqi,KF Drita,UEFA Europa Conference League,AM,Forward,ALB,29,6.9,164,3,2.3
Blerton Sheji,KF Drita,UEFA Europa Conference League,LM,Forward,MKD,25,20.7,511,6,3.45
Bob Nii Armah,KuPS,UEFA Europa Conference League,LB,Defender,GHA,21,21.2,205,4,5.3
Bogdan Mirčetić,Raków,UEFA Europa Conference League,CM,Forward,SRB,20,9.0,13,3,3.0
Bogdan Racovitan,Raków,UEFA Europa Conference League,CB,Defender,ROU,25,23.1,540,6,3.85
Bohdan Redushko,Dynamo Kyiv,UEFA Europa Conference League,LM,Midfielder,UKR,18,5.8,27,1,5.8
Bojan Miovski,"Girona, Rangers","Spanish La Liga, UEFA Europa League",AM,Forward,MKD,26,9.4,225,7,1.34
Borja Iglesias,Celta Vigo,"Spanish La Liga, UEFA Europa League",AM,Forward,ESP,32,89.8,1289,23,3.9
Borja Mayoral,Getafe,Spanish La Liga,AM,Forward,ESP,28,43.2,1042,14,3.09
Borja Sainz,Porto,UEFA Europa League,LW,Forward,ESP,24,27.9,371,6,4.65
Borja Sánchez Laborde,Oviedo,Spanish La Liga,CM,Midfielder,ESP,29,1.5,14,1,1.5
Borna Filipović,Zrinjski Mostar,UEFA Europa Conference League,DM,Midfielder,BIH,19,11.2,166,3,3.73
Borna Sosa,Crystal Palace,"English Premier League, UEFA Europa Conference League",WB,Midfielder,CRO,27,18.8,255,6,3.13
Boubacar Dabo,Red Imps,UEFA Europa Conference League,LM,Midfielder,SEN,28,26.5,426,6,4.42
Boubacar Kamara,Aston Villa,"English Premier League, UEFA Europa League",DM,Midfielder,FRA,26,104.4,1598,23,4.54
Boubacar Traoré,Metz,French Ligue 1,CM,Midfielder,MLI,24,50.5,989,14,3.61
Boulaye Dia,Lazio,Italian Serie A,AM,Forward,SEN,29,34.2,801,13,2.63
Bradley Barcola,Paris S-G,"French Ligue 1, UEFA Champions League",LW,Forward,FRA,23,143.4,1243,20,7.17
Bradley Locko,Brest,French Ligue 1,LB,Defender,FRA,23,63.6,935,14,4.54
Bradley Paul Burrowes,Aston Villa,English Premier League,WB,Midfielder,ENG,17,3.3,17,1,3.3
Brahim Díaz,Real Madrid,"Spanish La Liga, UEFA Champions League",RW,Forward,MAR,26,78.0,494,18,4.33
Brais Méndez,Real Sociedad,Spanish La Liga,CM,Midfielder,ESP,28,87.9,1088,17,5.17
Brajan Gruda,Brighton,English Premier League,AM,Forward,GER,21,66.5,639,16,4.16
Brandon Mechele,Club Brugge,UEFA Champions League,CB,Defender,BEL,32,27.5,540,6,4.58
Brandon Soppy,Lausanne-Sport,UEFA Europa Conference League,RB,Defender,FRA,23,33.4,540,6,5.57
Brede Moe,Bodø/Glimt,UEFA Champions League,CB,Defender,NOR,33,9.0,75,2,4.5
Breel Embolo,Rennes,French Ligue 1,AM,Forward,SUI,28,55.2,947,14,3.94
Brendan Chardonnet,Brest,French Ligue 1,CB,Defender,FRA,31,63.8,1286,15,4.25
Brenden Aaronson,Leeds United,English Premier League,CM,Forward,USA,25,84.5,1157,19,4.45
Brennan Johnson,"Crystal Palace, Tottenham","English Premier League, UEFA Champions League",RW,Forward,WAL,24,60.6,831,21,2.89
Brian Brobbey,Sunderland,English Premier League,AM,Forward,NED,23,33.4,616,15,2.23
Brian Madjo,Metz,French Ligue 1,AM,Forward,LUX,16,7.2,157,5,1.44
